TIME,SMALLPARTICLES,LARGEPARTICLES,station_idx,STATION,LINE,ROUTE,TERMINUS,load
2019-12-09 07:32:00,404,19,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:33:00,372,14,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:34:00,359,11,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:35:00,361,12,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:36:00,370,9,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:37:00,430,18,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:38:00,400,14,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:39:00,372,8,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:40:00,340,9,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:41:00,338,10,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:42:00,333,9,14,Boston College,Green,B,Y,rush_hour
2019-12-09 07:43:00,365,7,14,Boston College,Green,B,Y,rush_hour
2019-11-12 23:15:00,180,5,79,Packards Corner,Green,B,N,baseline
2019-12-09 08:06:00,463,31,79,Packards Corner,Green,B,N,rush_hour
2019-12-09 08:07:00,438,20,79,Packards Corner,Green,B,N,rush_hour
2019-12-09 08:06:00,463,31,79,Packards Corner,Green,B,N,rush_hour
2019-12-09 08:07:00,438,20,79,Packards Corner,Green,B,N,rush_hour
2019-11-13 22:58:00,251,7,94,Saint Paul Street B,Green,B,N,baseline
2019-11-13 23:17:00,298,8,29,Chestnut Hill Avenue,Green,B,N,baseline
2019-12-09 07:51:00,269,8,29,Chestnut Hill Avenue,Green,B,N,rush_hour
2019-12-09 07:51:00,269,8,29,Chestnut Hill Avenue,Green,B,N,rush_hour
2019-11-13 23:19:00,245,5,100,South Street,Green,B,N,baseline
2019-12-09 07:38:00,400,14,100,South Street,Green,B,N,rush_hour
2019-12-09 07:38:00,400,14,100,South Street,Green,B,N,rush_hour
2019-11-17 22:14:00,413,12,21,Brandon Hall,Green,C,N,baseline
2019-11-17 22:31:00,390,15,42,Fairbanks Street,Green,C,N,baseline
2019-11-17 22:33:00,402,16,106,Summit Ave/Winchester St,Green,C,N,baseline
2019-11-19 22:00:00,7951,191,36,Davis,Red,Ashmont/Braintree,N,baseline
2019-11-20 21:47:00,4290,93,36,Davis,Red,Ashmont/Braintree,N,
2019-11-20 23:23:00,6780,155,36,Davis,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:34:00,11422,779,36,Davis,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 09:06:00,11029,509,36,Davis,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 22:02:00,8347,200,83,Porter,Red,Ashmont/Braintree,N,baseline
2019-11-20 21:49:00,7922,185,83,Porter,Red,Ashmont/Braintree,N,
2019-11-20 23:21:00,6098,129,83,Porter,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:36:00,11749,712,83,Porter,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 22:15:00,3511,72,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-11-19 23:20:00,8253,137,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-11-19 23:21:00,8158,128,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-11-19 23:22:00,7870,101,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-11-19 23:23:00,7541,169,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-11-20 22:03:00,3285,61,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-12-04 22:00:00,11694,1088,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-12-04 23:34:00,11020,596,81,Park Street,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:52:00,8836,435,81,Park Street,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:47:00,15143,730,81,Park Street,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 22:18:00,7569,235,99,South Station,Red,Ashmont/Braintree,N,baseline
2019-12-03 23:14:00,8548,175,99,South Station,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:55:00,9809,583,99,South Station,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:42:00,18644,1369,99,South Station,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:43:00,17464,1020,99,South Station,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 22:26:00,8143,180,58,JFK/UMass,Red,Ashmont/Braintree,N,baseline
2019-11-20 22:56:00,594,12,58,JFK/UMass,Red,Ashmont/Braintree,N,baseline
2019-12-03 22:04:00,7126,183,58,JFK/UMass,Red,Ashmont/Braintree,N,baseline
2019-12-03 22:35:00,441,8,58,JFK/UMass,Red,Ashmont/Braintree,N,baseline
2019-12-04 22:14:00,9560,197,58,JFK/UMass,Red,Ashmont/Braintree,N,baseline
2019-12-16 08:28:00,1407,119,58,JFK/UMass,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 22:39:00,714,22,86,Quincy Center,Red,Braintree,N,baseline
2019-11-19 22:42:00,735,32,85,Quincy Adams,Red,Braintree,N,baseline
2019-11-19 22:53:00,571,18,85,Quincy Adams,Red,Braintree,N,baseline
2019-11-19 22:48:00,487,17,20,Braintree,Red,Braintree,Y,baseline
2019-11-20 22:35:00,871,23,20,Braintree,Red,Braintree,Y,baseline
2019-11-19 23:00:00,781,17,116,Wollaston,Red,Braintree,N,baseline
2019-11-20 22:22:00,1063,20,116,Wollaston,Red,Braintree,N,baseline
2019-11-20 22:23:00,928,18,116,Wollaston,Red,Braintree,N,baseline
2019-11-19 23:02:00,707,19,73,North Quincy,Red,Braintree,N,baseline
2019-11-20 22:20:00,1560,22,73,North Quincy,Red,Braintree,N,baseline
2019-11-20 22:49:00,522,12,73,North Quincy,Red,Braintree,N,baseline
2019-11-19 23:12:00,906,23,3,Andrew,Red,Ashmont/Braintree,N,baseline
2019-11-20 22:10:00,9563,233,3,Andrew,Red,Ashmont/Braintree,N,baseline
2019-12-16 08:00:00,21350,1671,3,Andrew,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 23:14:00,3564,70,23,Broadway,Red,Ashmont/Braintree,N,baseline
2019-11-20 22:08:00,7209,163,23,Broadway,Red,Ashmont/Braintree,N,baseline
2019-12-03 21:59:00,8890,410,23,Broadway,Red,Ashmont/Braintree,N,
2019-12-04 22:05:00,9550,281,23,Broadway,Red,Ashmont/Braintree,N,baseline
2019-12-16 08:34:00,6671,446,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:35:00,10207,792,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:36:00,24446,2561,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:37:00,18747,1580,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:38:00,16414,1249,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:39:00,16024,1116,23,Broadway,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 23:27:00,4318,72,26,Central,Red,Ashmont/Braintree,N,baseline
2019-11-20 23:14:00,4991,161,26,Central,Red,Ashmont/Braintree,N,baseline
2019-12-04 23:41:00,7975,412,26,Central,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:44:00,11450,563,26,Central,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 08:56:00,9446,446,26,Central,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 23:31:00,5188,77,51,Harvard,Red,Ashmont/Braintree,N,baseline
2019-11-20 23:18:00,4576,117,51,Harvard,Red,Ashmont/Braintree,N,baseline
2019-12-03 23:30:00,4500,60,51,Harvard,Red,Ashmont/Braintree,N,baseline
2019-12-04 23:15:00,1751,55,51,Harvard,Red,Ashmont/Braintree,N,baseline
2019-12-16 07:40:00,12525,694,51,Harvard,Red,Ashmont/Braintree,N,rush_hour
2019-12-16 09:00:00,10125,504,51,Harvard,Red,Ashmont/Braintree,N,rush_hour
2019-11-19 23:40:00,8253,98,1,Alewife,Red,Ashmont/Braintree,Y,baseline
2019-11-19 23:41:00,8053,115,1,Alewife,Red,Ashmont/Braintree,Y,baseline
2019-11-19 23:42:00,7352,91,1,Alewife,Red,Ashmont/Braintree,Y,baseline
2019-11-19 23:43:00,6916,127,1,Alewife,Red,Ashmont/Braintree,Y,baseline
2019-11-19 23:44:00,6633,156,1,Alewife,Red,Ashmont/Braintree,Y,baseline
2019-11-20 21:43:00,7973,150,1,Alewife,Red,Ashmont/Braintree,Y,
2019-11-20 21:44:00,6898,163,1,Alewife,Red,Ashmont/Braintree,Y,
2019-12-16 07:30:00,11209,660,1,Alewife,Red,Ashmont/Braintree,Y,rush_hour
2019-12-16 07:31:00,9893,501,1,Alewife,Red,Ashmont/Braintree,Y,rush_hour
2019-11-20 22:00:00,6433,144,27,Charles/MGH,Red,Ashmont/Braintree,N,baseline
2019-11-20 23:05:00,8787,206,39,Downtown Crossing,Red,Ashmont/Braintree,N,baseline
2019-12-03 21:55:00,8050,443,39,Downtown Crossing,Red,Ashmont/Braintree,N,
2019-12-16 08:45:00,20307,1206,39,Downtown Crossing,Red,Ashmont/Braintree,N,rush_hour
2019-11-24 22:17:00,151,7,69,Mission Park,Green,E,N,baseline
2019-11-24 22:17:00,151,7,69,Mission Park,Green,E,N,baseline
2019-11-24 23:31:00,115,11,69,Mission Park,Green,E,N,baseline
2019-11-24 23:31:00,115,11,69,Mission Park,Green,E,N,baseline
2019-11-25 08:05:00,987,9,69,Mission Park,Green,E,N,rush_hour
2019-11-26 23:10:00,411,3,69,Mission Park,Green,E,N,baseline
2019-11-27 22:09:00,700,14,69,Mission Park,Green,E,N,baseline
2019-11-27 22:10:00,689,9,69,Mission Park,Green,E,N,baseline
2019-11-27 22:09:00,700,14,69,Mission Park,Green,E,N,baseline
2019-11-27 22:10:00,689,9,69,Mission Park,Green,E,N,baseline
2019-11-27 23:15:00,1530,101,69,Mission Park,Green,E,N,baseline
2019-11-27 23:15:00,1530,101,69,Mission Park,Green,E,N,baseline
2019-11-24 22:21:00,84,1,22,Brigham Circle,Green,E,N,baseline
2019-11-24 22:21:00,84,1,22,Brigham Circle,Green,E,N,baseline
2019-11-24 23:29:00,151,15,22,Brigham Circle,Green,E,N,baseline
2019-11-24 23:29:00,151,15,22,Brigham Circle,Green,E,N,baseline
2019-11-24 23:41:00,135,4,22,Brigham Circle,Green,E,N,baseline
2019-11-24 23:41:00,135,4,22,Brigham Circle,Green,E,N,baseline
2019-11-25 07:49:00,1061,18,22,Brigham Circle,Green,E,N,rush_hour
2019-11-25 08:11:00,950,13,22,Brigham Circle,Green,E,N,rush_hour
2019-11-26 23:07:00,462,6,22,Brigham Circle,Green,E,N,baseline
2019-11-26 23:08:00,437,4,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:26:00,846,18,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:27:00,758,16,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:28:00,730,11,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:29:00,723,11,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:30:00,738,19,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:26:00,846,18,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:27:00,758,16,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:28:00,730,11,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:29:00,723,11,22,Brigham Circle,Green,E,N,baseline
2019-11-27 23:30:00,738,19,22,Brigham Circle,Green,E,N,baseline
2019-11-24 22:23:00,89,6,65,Longwood Medical Area,Green,E,N,baseline
2019-11-24 22:23:00,89,6,65,Longwood Medical Area,Green,E,N,baseline
2019-11-25 07:46:00,1137,12,65,Longwood Medical Area,Green,E,N,rush_hour
2019-11-25 07:47:00,1187,25,65,Longwood Medical Area,Green,E,N,rush_hour
2019-11-25 08:13:00,1235,19,65,Longwood Medical Area,Green,E,N,rush_hour
2019-11-26 23:05:00,456,7,65,Longwood Medical Area,Green,E,N,baseline
2019-11-24 22:37:00,2524,142,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-24 22:37:00,2524,142,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-24 23:55:00,2728,179,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-24 23:55:00,2728,179,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-26 22:21:00,3187,84,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-27 22:28:00,6101,237,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-27 22:28:00,6101,237,19,Boylston,Green,B/C/D/E,N,baseline
2019-11-24 22:39:00,3053,164,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-24 22:39:00,3053,164,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-24 23:12:00,4430,439,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-24 23:12:00,4430,439,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-24 23:57:00,2284,128,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-24 23:57:00,2284,128,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-26 22:23:00,2351,52,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-26 22:49:00,2595,56,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-26 23:38:00,2038,42,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-26 23:39:00,2595,50,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-27 22:56:00,4728,131,80,Park Street,Green,B/C/D/E,N,baseline
2019-11-27 22:56:00,4728,131,80,Park Street,Green,B/C/D/E,N,baseline
2019-12-02 07:37:00,883,45,80,Park Street,Green,B/C/D/E,N,rush_hour
2019-12-02 07:37:00,883,45,80,Park Street,Green,B/C/D/E,N,rush_hour
2019-11-24 22:44:00,1408,63,75,North Station,Green,C/E,N,baseline
2019-11-24 22:44:00,1408,63,75,North Station,Green,C/E,N,baseline
2019-11-25 07:17:00,1141,23,75,North Station,Green,C/E,N,rush_hour
2019-11-25 08:40:00,3296,107,75,North Station,Green,C/E,N,rush_hour
2019-11-27 22:36:00,4253,119,75,North Station,Green,C/E,N,baseline
2019-11-27 22:36:00,4253,119,75,North Station,Green,C/E,N,baseline
2019-11-27 22:50:00,1988,119,75,North Station,Green,C/E,N,baseline
2019-11-27 22:50:00,1988,119,75,North Station,Green,C/E,N,baseline
2019-11-24 22:56:00,129,15,63,Lechmere,Green,E,Y,baseline
2019-11-24 22:57:00,110,6,63,Lechmere,Green,E,Y,baseline
2019-11-24 22:56:00,129,15,63,Lechmere,Green,E,Y,baseline
2019-11-24 22:57:00,110,6,63,Lechmere,Green,E,Y,baseline
2019-11-25 07:08:00,1892,42,63,Lechmere,Green,E,Y,rush_hour
2019-11-25 07:09:00,2268,34,63,Lechmere,Green,E,Y,rush_hour
2019-11-25 07:10:00,2160,25,63,Lechmere,Green,E,Y,rush_hour
2019-11-27 22:44:00,1348,73,63,Lechmere,Green,E,Y,baseline
2019-11-27 22:44:00,1348,73,63,Lechmere,Green,E,Y,baseline
2019-11-24 23:05:00,266,17,55,Haymarket,Green,C/E,N,baseline
2019-11-24 23:05:00,266,17,55,Haymarket,Green,C/E,N,baseline
2019-11-26 22:44:00,1160,29,55,Haymarket,Green,C/E,N,baseline
2019-11-26 23:43:00,2511,57,55,Haymarket,Green,C/E,N,baseline
2019-11-24 23:07:00,1085,74,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-24 23:07:00,1085,74,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-24 23:59:00,1416,81,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-24 23:59:00,1416,81,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-26 22:25:00,2269,46,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-26 23:41:00,2098,33,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-27 22:32:00,4579,143,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-27 22:33:00,4518,143,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-27 22:32:00,4579,143,47,Government Center,Green,B/C/D/E,N,baseline
2019-11-27 22:33:00,4518,143,47,Government Center,Green,B/C/D/E,N,baseline
2019-12-02 07:34:00,1154,74,47,Government Center,Green,B/C/D/E,N,rush_hour
2019-12-02 07:34:00,1154,74,47,Government Center,Green,B/C/D/E,N,rush_hour
2019-11-24 23:48:00,168,6,84,Prudential,Green,E,N,baseline
2019-11-24 23:48:00,168,6,84,Prudential,Green,E,N,baseline
2019-11-25 07:38:00,5258,228,84,Prudential,Green,E,N,rush_hour
2019-11-25 08:24:00,1451,45,84,Prudential,Green,E,N,rush_hour
2019-11-26 22:57:00,2981,73,84,Prudential,Green,E,N,baseline
2019-11-27 22:20:00,796,26,84,Prudential,Green,E,N,baseline
2019-11-27 22:20:00,796,26,84,Prudential,Green,E,N,baseline
2019-11-27 23:03:00,4572,181,84,Prudential,Green,E,N,baseline
2019-11-27 23:03:00,4572,181,84,Prudential,Green,E,N,baseline
2019-11-27 23:39:00,887,27,84,Prudential,Green,E,N,baseline
2019-11-27 23:39:00,887,27,84,Prudential,Green,E,N,baseline
2019-11-25 07:13:00,1377,8,97,Science Park,Green,E,N,rush_hour
2019-11-26 22:31:00,1664,25,97,Science Park,Green,E,N,baseline
2019-11-26 22:39:00,341,7,97,Science Park,Green,E,N,baseline
2019-11-25 07:40:00,3781,167,108,Symphony,Green,E,N,rush_hour
2019-11-25 08:22:00,1155,18,108,Symphony,Green,E,N,rush_hour
2019-11-26 23:28:00,331,2,108,Symphony,Green,E,N,baseline
2019-11-25 07:42:00,2123,66,76,Northeastern,Green,E,N,rush_hour
2019-11-26 23:01:00,942,18,76,Northeastern,Green,E,N,baseline
2019-11-25 07:50:00,1082,23,44,Fenwood Road,Green,E,N,rush_hour
2019-11-25 08:08:00,919,8,44,Fenwood Road,Green,E,N,rush_hour
2019-11-25 07:56:00,886,8,90,Riverway,Green,E,N,rush_hour
2019-11-26 22:01:00,250,3,90,Riverway,Green,E,N,baseline
2019-11-27 23:17:00,955,35,90,Riverway,Green,E,N,baseline
2019-11-27 23:17:00,955,35,90,Riverway,Green,E,N,baseline
2019-11-25 08:17:00,938,6,70,Museum Of Fine Arts,Green,E,N,rush_hour
2019-11-26 22:10:00,464,12,70,Museum Of Fine Arts,Green,E,N,baseline
2019-11-27 23:09:00,1396,68,70,Museum Of Fine Arts,Green,E,N,baseline
2019-11-27 23:09:00,1396,68,70,Museum Of Fine Arts,Green,E,N,baseline
2019-11-26 21:56:00,425,3,56,Heath Street,Green,E,Y,
2019-11-26 21:57:00,373,5,56,Heath Street,Green,E,Y,
2019-11-26 21:58:00,376,9,56,Heath Street,Green,E,Y,
2019-11-27 22:56:00,4728,131,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:57:00,4181,109,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:58:00,3594,110,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:59:00,3707,128,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:56:00,4728,131,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:57:00,4181,109,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:58:00,3594,110,56,Heath Street,Green,E,Y,baseline
2019-11-27 22:59:00,3707,128,56,Heath Street,Green,E,Y,baseline
2019-11-27 23:19:00,966,21,56,Heath Street,Green,E,Y,baseline
2019-11-27 23:20:00,859,26,56,Heath Street,Green,E,Y,baseline
2019-11-27 23:19:00,966,21,56,Heath Street,Green,E,Y,baseline
2019-11-27 23:20:00,859,26,56,Heath Street,Green,E,Y,baseline
2019-11-26 22:19:00,2359,80,5,Arlington,Green,B/C/D/E,N,baseline
2019-11-27 22:25:00,4179,175,5,Arlington,Green,B/C/D/E,N,baseline
2019-11-27 22:25:00,4179,175,5,Arlington,Green,B/C/D/E,N,baseline
2019-11-27 23:43:00,3230,142,5,Arlington,Green,B/C/D/E,N,baseline
2019-11-27 23:43:00,3230,142,5,Arlington,Green,B/C/D/E,N,baseline
2019-11-27 10:45:00,2028,50,64,Longwood,Green,D,N,baseline
2019-11-27 13:07:00,525,9,64,Longwood,Green,D,N,baseline
2019-11-27 11:15:00,1247,38,89,Riverside,Green,D,Y,baseline
2019-11-27 11:16:00,1439,40,89,Riverside,Green,D,Y,baseline
2019-11-27 11:17:00,1324,30,89,Riverside,Green,D,Y,baseline
2019-11-27 11:23:00,404,8,111,Waban,Green,D,N,baseline
2019-11-27 12:30:00,987,36,111,Waban,Green,D,N,baseline
2019-11-27 12:40:00,511,3,111,Waban,Green,D,N,baseline
2019-11-27 11:26:00,356,8,40,Eliot,Green,D,N,baseline
2019-11-27 12:28:00,1025,26,40,Eliot,Green,D,N,baseline
2019-11-27 12:43:00,448,3,40,Eliot,Green,D,N,baseline
2019-11-27 11:31:00,339,3,71,Newton Centre,Green,D,N,baseline
2019-11-27 11:37:00,360,2,87,Reservoir,Green,D,N,baseline
2019-11-27 12:55:00,483,16,87,Reservoir,Green,D,N,baseline
2019-11-27 11:45:00,465,18,25,Brookline Village,Green,D,N,baseline
2019-11-27 13:04:00,553,9,25,Brookline Village,Green,D,N,baseline
2019-11-27 11:49:00,433,16,43,Fenway Park,Green,D,N,baseline
2019-11-27 12:04:00,4126,161,43,Fenway Park,Green,D,N,baseline
2019-11-27 12:37:00,707,15,119,Woodland,Green,D,N,baseline
2019-11-27 12:45:00,465,4,72,Newton Highlands,Green,D,N,baseline
2019-11-27 12:52:00,429,3,28,Chestnut Hill,Green,D,N,baseline
2019-11-27 12:58:00,492,4,12,Beaconsfield,Green,D,N,baseline
2019-11-27 13:01:00,436,4,24,Brookline Hills,Green,D,N,baseline
2019-12-02 08:23:00,128,13,109,Tappan Street,Green,C,N,rush_hour
2019-12-02 08:23:00,128,13,109,Tappan Street,Green,C,N,rush_hour
2019-12-03 22:07:00,3886,87,96,Savin Hill,Red,Ashmont,N,baseline
2019-12-03 22:29:00,2608,171,96,Savin Hill,Red,Ashmont,N,baseline
2019-12-04 22:39:00,1773,24,96,Savin Hill,Red,Ashmont,N,baseline
2019-12-04 22:57:00,7191,270,96,Savin Hill,Red,Ashmont,N,baseline
2019-12-16 08:26:00,3477,341,96,Savin Hill,Red,Ashmont,N,rush_hour
2019-12-03 22:10:00,2144,40,45,Fields Corner,Red,Ashmont,N,baseline
2019-12-03 22:26:00,4016,292,45,Fields Corner,Red,Ashmont,N,baseline
2019-12-04 22:36:00,2828,58,45,Fields Corner,Red,Ashmont,N,baseline
2019-12-03 22:56:00,1981,64,98,Shawmut,Red,Ashmont,N,baseline
2019-12-04 22:21:00,2028,41,98,Shawmut,Red,Ashmont,N,baseline
2019-12-04 22:34:00,2318,45,98,Shawmut,Red,Ashmont,N,baseline
2019-12-03 23:22:00,2938,58,60,Kendall/MIT,Red,Ashmont/Braintree,N,baseline
2019-12-16 08:53:00,6575,251,60,Kendall/MIT,Red,Ashmont/Braintree,N,rush_hour
2019-12-09 07:20:00,970,44,17,Boston University West,Green,B,N,rush_hour
2019-12-09 07:20:00,970,44,17,Boston University West,Green,B,N,rush_hour
2019-12-09 08:13:00,406,25,17,Boston University West,Green,B,N,rush_hour
2019-12-09 08:13:00,406,25,17,Boston University West,Green,B,N,rush_hour
2019-12-16 08:16:00,1360,165,6,Ashmont,Red,Ashmont,Y,rush_hour
2019-12-16 08:17:00,820,88,6,Ashmont,Red,Ashmont,Y,rush_hour
2019-12-16 08:18:00,850,85,6,Ashmont,Red,Ashmont,Y,rush_hour
