"BG_ID_10","NAME","TotalPop","PopDen","SexRatio","AgeU18","Age1834","Age3564","AgeO65","White","Black","Asian","Hispanic","TwoOrMore","EthHet","MedHouseIncome","PubAssist","FamPovPer","UnempRate","TotalHouseH","FamHousePer","FemHeadPer","LessThanHS","HSGrad","SomeColl","Bach","Master","Prof","Doc","CommuteLess10","Commute1030","Commute3060","Commute6090","CommuteOver90","ByAuto","ByPubTrans","ByBike","ByWalk","TotalHouseUnits","VacantUnitPer","RentersPer","HomeOwnPer","MedGrossRent","MedHomeVal","MedYrBuiltRaw","MedYrBuilt","MedYrMovedIn","MedYrRentMovedIn","MedYrOwnMovedIn","Town"
"250173354002","Block Group 2, Census Tract 3354, Middlesex County, Massachusetts",2276,3441.1512145346,1.18007662835249,0.231985940246046,0.150702987697715,0.4402460456942,0.177065026362039,0.934094903339192,0,0.0360281195079086,0.0298769771528998,0,0.125276052396675,122310,0,0.016793893129771,0.0166425470332851,777,0.842985842985843,0.162162162162162,0.0646193218170186,0.203454894433781,0.217530390275112,0.285348688419706,0.165067178502879,0.0275111964171465,0.036468330134357,0.0529644268774704,0.431620553359684,0.345454545454545,0.160474308300395,0.00948616600790514,0.883421650264951,0.0651021953065859,0,0.00908402725208176,777,0,0.0849420849420849,0.915057915057915,NA,507000,1952,"1950 to 1959",2002,2011,2000,"WAKEFIELD"
"250173354004","Block Group 4, Census Tract 3354, Middlesex County, Massachusetts",696,2361.52577433034,1.2970297029703,0.170977011494253,0.166666666666667,0.497126436781609,0.165229885057471,0.852011494252874,0.0804597701149425,0.0244252873563218,0.0158045977011494,0.0272988505747126,0.266756259083102,128182,0.0328467153284672,0.0545454545454545,0.0429184549356223,274,0.802919708029197,0.0328467153284672,0.0150093808630394,0.213883677298311,0.136960600375235,0.339587242026266,0.215759849906191,0.0168855534709193,0.0619136960600375,0.105263157894737,0.478260869565217,0.345537757437071,0.0434782608695652,0.0274599542334096,0.883408071748879,0.062780269058296,0.0336322869955157,0,302,0.0927152317880795,0.0547445255474453,0.945255474452555,NA,421600,1948,"1940 to 1949",1997,NA,1996,"WAKEFIELD"
"250173354001","Block Group 1, Census Tract 3354, Middlesex County, Massachusetts",828,3401.23582104702,1.12307692307692,0.303140096618358,0.0640096618357488,0.363526570048309,0.269323671497585,0.971014492753623,0.0036231884057971,0,0.0253623188405797,0,0.0564744801512288,136500,0,0,0.0316091954022989,204,0.950980392156863,0.0637254901960784,0.136283185840708,0.134513274336283,0.228318584070796,0.194690265486726,0.210619469026549,0.0548672566371681,0.0407079646017699,0.204747774480712,0.166172106824926,0.468842729970326,0.121661721068249,0.0385756676557863,0.830860534124629,0.136498516320475,0,0.0326409495548961,204,0,0.053921568627451,0.946078431372549,NA,480300,1952,"1950 to 1959",2004,NA,2003,"WAKEFIELD"
"250173364012","Block Group 2, Census Tract 3364.01, Middlesex County, Massachusetts",2097,4868.71345369988,1.29431072210066,0.113495469718646,0.312350977587029,0.485932284215546,0.0882212684787792,0.649976156413925,0.0548402479732952,0.0848831664282308,0.175488793514545,0.0348116356700048,0.536522074703536,129034,0,0.0177514792899408,0.0547945205479452,881,0.575482406356413,0.0204313280363224,0.0136579572446556,0.129453681710214,0.271971496437055,0.2541567695962,0.152612826603325,0.0902612826603325,0.0878859857482185,0.0716898317483541,0.33138258961229,0.432333577176298,0.145574250182882,0.0190197512801756,0.626074498567335,0.353151862464183,0,0,915,0.0371584699453552,0.565266742338252,0.434733257661748,2196,410800,1960,"1960 to 1969",2012,2016,1996,"MELROSE"
"250173364013","Block Group 3, Census Tract 3364.01, Middlesex County, Massachusetts",2036,4462.12779568396,1.05656565656566,0.217092337917485,0.365913555992141,0.329567779960707,0.087426326129666,0.704322200392927,0.0908644400785855,0.146365422396857,0.0417485265225933,0.0166994106090373,0.472508115222652,55189,0,0.0233009708737864,0.0173985086992543,993,0.518630412890232,0.0654582074521652,0.0222841225626741,0.16016713091922,0.304317548746518,0.252089136490251,0.203342618384401,0.0215877437325905,0.0362116991643454,0.0434042553191489,0.358297872340426,0.432340425531915,0.139574468085106,0.0263829787234043,0.707419898819562,0.227655986509275,0.0109612141652614,0.0446880269814503,1060,0.0632075471698113,0.789526686807654,0.210473313192346,1406,467200,1979,"1970 to 1979",2012,2013,1996,"MELROSE"
"250173397002","Block Group 2, Census Tract 3397, Middlesex County, Massachusetts",1438,9883.31887092366,1.56785714285714,0.268428372739917,0.340055632823366,0.31432545201669,0.0771905424200278,0.429068150208623,0.430458970792768,0.0820584144645341,0.0347705146036161,0.023643949930459,0.622663024870348,65694,0,0,0.0128055878928987,460,0.684782608695652,0.260869565217391,0.0819477434679335,0.300475059382423,0.262470308788599,0.156769596199525,0.140142517814727,0.00831353919239905,0.0498812351543943,0.112960760998811,0.279429250891795,0.495838287752675,0.0523186682520809,0.0594530321046373,0.536556603773585,0.377358490566038,0,0.0778301886792453,460,0,0.528260869565217,0.471739130434783,1409,475300,0,NA,2009,2011,2003,"MEDFORD"
"250173397003","Block Group 3, Census Tract 3397, Middlesex County, Massachusetts",984,20945.8060062133,1.54922279792746,0.108739837398374,0.431910569105691,0.318089430894309,0.141260162601626,0.622967479674797,0.121951219512195,0.153455284552846,0.00711382113821138,0.0945121951219512,0.573440288518739,78500,0,0,0,390,0.648717948717949,0.0692307692307692,0.0182291666666667,0.247395833333333,0.23046875,0.201822916666667,0.266927083333333,0.0169270833333333,0.0182291666666667,0.0959860383944154,0.277486910994764,0.294938917975567,0.246073298429319,0.0855148342059337,0.616393442622951,0.29016393442623,0.0163934426229508,0.0163934426229508,447,0.12751677852349,0.474358974358974,0.525641025641026,1653,552100,0,NA,2010,2013,2001,"MEDFORD"
"250173523001","Block Group 1, Census Tract 3523, Middlesex County, Massachusetts",2700,22367.0785262612,0.997041420118343,0.144444444444444,0.522592592592593,0.249259259259259,0.0837037037037037,0.555555555555556,0.0433333333333333,0.177037037037037,0.171851851851852,0.0522222222222222,0.628605075445816,88582,0.0474060822898032,0.181034482758621,0.0496785505552309,1118,0.415026833631485,0.0715563506261181,0.0938104448742747,0.11073500967118,0.0991295938104449,0.291586073500967,0.27321083172147,0.0459381044487427,0.0855899419729207,0.150032195750161,0.419832582099163,0.374758531873793,0.0476497102382486,0.0077269800386349,0.286513362336855,0.374766935985084,0.0490988191423244,0.248601615910503,1210,0.0760330578512397,0.756708407871199,0.243291592128801,2087,672600,0,NA,2012,2013,2005,"CAMBRIDGE"
"250173532002","Block Group 2, Census Tract 3532, Middlesex County, Massachusetts",1287,22129.5509467031,1.22279792746114,0.094017094017094,0.374514374514375,0.317016317016317,0.214452214452214,0.648018648018648,0.0909090909090909,0.152292152292152,0.0808080808080808,0.027972027972028,0.542084523436505,NA,0.0427350427350427,0.233082706766917,0.0598159509202454,585,0.227350427350427,0.0153846153846154,0.14010152284264,0.104568527918782,0.136040609137056,0.206091370558376,0.248730964467005,0.0568527918781726,0.10761421319797,0.0763765541740675,0.502664298401421,0.387211367673179,0,0.0337477797513321,0.293637846655791,0.254486133768352,0.0799347471451876,0.251223491027732,585,0,0.779487179487179,0.220512820512821,575,843800,1958,"1950 to 1959",2012,2013,2005,"CAMBRIDGE"
"250173532001","Block Group 1, Census Tract 3532, Middlesex County, Massachusetts",2758,34155.8603014306,0.849765258215962,0.0815808556925308,0.717911530094271,0.176577229876722,0.0239303843364757,0.504713560551124,0.0678027556200145,0.284989122552574,0.117113850616389,0.0253807106598985,0.645732554146655,122763,0,0.152777777777778,0.0495827196858125,706,0.305949008498584,0.0736543909348442,0.018058690744921,0.0575620767494357,0.0970654627539503,0.331264108352144,0.331264108352144,0.0507900677200903,0.113995485327314,0.0955518945634267,0.71554091158704,0.174629324546952,0.014277869302581,0,0.160166406656266,0.307852314092564,0.0483619344773791,0.409776391055642,722,0.0221606648199446,0.746458923512748,0.253541076487252,2525,957200,1982,"1980 to 1989",2012,2013,2008,"CAMBRIDGE"
"250173101001","Block Group 1, Census Tract 3101, Middlesex County, Massachusetts",1408,13067.4024438313,0.802816901408451,0.138494318181818,0.565340909090909,0.219460227272727,0.0767045454545455,0.364346590909091,0.118607954545455,0.107244318181818,0.257102272727273,0.121448863636364,0.775580792387655,16908,0.087527352297593,0.245508982035928,0.194341943419434,457,0.365426695842451,0.102844638949672,0.17056856187291,0.359531772575251,0.384615384615385,0.0652173913043478,0.020066889632107,0,0,0.0851063829787234,0.428805237315876,0.448445171849427,0.0376432078559738,0,0.63968253968254,0.0698412698412698,0,0.206349206349206,457,0,0.881838074398249,0.118161925601751,844,NA,0,NA,2012,2012,2007,"LOWELL"
"250173101003","Block Group 3, Census Tract 3101, Middlesex County, Massachusetts",2714,19525.88493793,1.04984894259819,0.240604274134119,0.276713338246131,0.395725865880619,0.0869565217391304,0.541267501842299,0.023581429624171,0.124907885040531,0.232129697862933,0.0619012527634488,0.636987231251042,32256,0.0579937304075235,0.111675126903553,0,1276,0.463166144200627,0.132445141065831,0.204140310523289,0.184013801035078,0.227142035652674,0.204715353651524,0.132834962622197,0.00690051753881541,0.0402530189764232,0.0733496332518337,0.582722086389568,0.246128769356153,0.0741646291768541,0.0236348818255909,0.842233009708738,0.058252427184466,0,0.0922330097087379,1310,0.0259541984732824,0.906739811912226,0.0932601880877743,1028,260400,0,NA,2012,2012,2008,"LOWELL"
"250173103001","Block Group 1, Census Tract 3103, Middlesex County, Massachusetts",1911,16430.5513598927,0.63893653516295,0.254840397697541,0.246991104133961,0.379905808477237,0.118262689691261,0.670852956567242,0.138670852956567,0.0507587650444793,0.132391418105704,0.00732600732600733,0.510622765388408,49231,0.00890207715133531,0,0.107705779334501,674,0.655786350148368,0.0637982195845697,0.0623145400593472,0.687685459940653,0.181008902077151,0.0615727002967359,0.00741839762611276,0,0,0.0337552742616034,0.54957805907173,0.389240506329114,0.0274261603375527,0,0.897013388259526,0,0,0.0278063851699279,731,0.0779753761969904,0.461424332344214,0.538575667655786,1111,174200,1962,"1960 to 1969",2009,2013,2001,"LOWELL"
"250173103003","Block Group 3, Census Tract 3103, Middlesex County, Massachusetts",975,13285.9645707611,0.885880077369439,0.294358974358974,0.302564102564103,0.376410256410256,0.0266666666666667,0.334358974358974,0,0,0.665641025641026,0,0.445126101249178,NA,0,0.572,0.047752808988764,321,0.778816199376947,0.573208722741433,0.247211895910781,0.472118959107807,0.224907063197026,0.0557620817843866,0,0,0,0.126843657817109,0.672566371681416,0.200589970501475,0,0,0.808259587020649,0,0,0.191740412979351,346,0.0722543352601156,0.669781931464174,0.330218068535826,1518,173700,0,NA,2011,2013,1997,"LOWELL"
"250173336004","Block Group 4, Census Tract 3336, Middlesex County, Massachusetts",954,3619.72959629891,1.30992736077482,0.183438155136268,0.251572327044025,0.468553459119497,0.0964360587002096,0.713836477987421,0.030398322851153,0.0524109014675052,0.0628930817610063,0.140461215932914,0.482810982336318,120000,0.0782122905027933,0.133620689655172,0,358,0.64804469273743,0.136871508379888,0.0634920634920635,0.108225108225108,0.187590187590188,0.383838383838384,0.232323232323232,0,0.0245310245310245,0.192248062015504,0.493023255813954,0.167441860465116,0.147286821705426,0,0.845132743362832,0.106194690265487,0,0,358,0,0.427374301675978,0.572625698324022,1375,468700,1969,"1960 to 1969",2008,2010,2006,"WOBURN"
"250173336001","Block Group 1, Census Tract 3336, Middlesex County, Massachusetts",3455,13748.8879909165,0.919444444444444,0.278726483357453,0.327930535455861,0.319536903039074,0.0738060781476122,0.337192474674385,0.219971056439942,0.259623733719247,0.0712011577424023,0.0133140376266281,0.765439881377479,76160,0,0.0363636363636364,0.0513896171997902,1134,0.727513227513228,0.0925925925925926,0.047906976744186,0.270232558139535,0.291627906976744,0.177209302325581,0.188372093023256,0.0176744186046512,0.00697674418604651,0.17328727691422,0.409326424870466,0.293033966609096,0.114565342544617,0.00978698906160046,0.833333333333333,0.055745164960182,0,0.0989761092150171,1192,0.0486577181208054,0.889770723104056,0.110229276895944,1722,462000,1987,"1980 to 1989",2014,2014,1998,"WOBURN"
"250173336003","Block Group 3, Census Tract 3336, Middlesex County, Massachusetts",1143,658.363282153469,1.3422131147541,0.108486439195101,0.426946631671041,0.363954505686789,0.100612423447069,0.705161854768154,0.0656167979002625,0.128608923884514,0.0489938757655293,0.0349956255468067,0.479500539247992,104779,0,0,0.0230680507497117,593,0.537942664418212,0.0640809443507589,0,0.0878306878306878,0.216931216931217,0.281481481481481,0.37989417989418,0,0.0338624338624339,0.0575117370892019,0.477699530516432,0.330985915492958,0.107981220657277,0.0258215962441315,0.835770528683915,0.101237345331834,0,0,666,0.10960960960961,0.634064080944351,0.365935919055649,2179,354400,1994,"1990 to 1999",2013,2015,2003,"WOBURN"
"250173362005","Block Group 5, Census Tract 3362, Middlesex County, Massachusetts",537,9434.02497507241,1.42986425339367,0.208566108007449,0.15828677839851,0.446927374301676,0.186219739292365,0.74487895716946,0,0.204841713221601,0.0502793296089385,0,0.400667200704653,98846,0,0.141791044776119,0.0454545454545455,226,0.592920353982301,0,0,0.180592991913747,0.16711590296496,0.234501347708895,0.353099730458221,0.0296495956873315,0.0350404312668464,0.0443548387096774,0.286290322580645,0.306451612903226,0.362903225806452,0,0.564625850340136,0.214285714285714,0,0.0646258503401361,226,0,0.274336283185841,0.725663716814159,1971,361500,1962,"1960 to 1969",2008,2015,2003,"MELROSE"
"250173362007","Block Group 7, Census Tract 3362, Middlesex County, Massachusetts",869,6878.69804400978,1.17794486215539,0.19102416570771,0.158803222094361,0.428078250863061,0.222094361334868,0.953970080552359,0,0.0241657077100115,0,0.0218642117376295,0.0893571039818,134643,0,0.0671378091872792,0.0843881856540084,302,0.937086092715232,0.0562913907284768,0.0425531914893617,0.139817629179331,0.29483282674772,0.325227963525836,0.0942249240121581,0.0212765957446809,0.0820668693009119,0.0714285714285714,0.368663594470046,0.472350230414747,0.0345622119815668,0.0529953917050691,0.760626398210291,0.210290827740492,0,0,365,0.172602739726027,0.132450331125828,0.867549668874172,1368,519200,0,NA,1995,NA,1991,"MELROSE"
